Number,E-Word,EP-Word,Val-M,Val-SD,Arou-M,Arou-SD,Dom-M,Dom-SD,Freq,Nlett,Nsyll ,GClass,Neigh
515,gymnast,ginasta,5.63,1.17,4.40,2.18,5.67,1.46,1.97,7,3,N,UnAv
516,infatuation,capricho,4.55,1.59,4.91,2.43,3.85,2.17,11.29,8,3,N,0
517,kitten,gatinho,6.97,1.74,2.94,1.97,5.58,1.93,UnAv,7,3,V/N,UnAv
518,lion,leão,5.52,1.94,5.48,2.08,4.52,2.37,30.29,4,2,N,4
519,lust,luxúria,5.86,1.81,5.31,1.73,5.56,2.04,2.10,7,3,N,0
520,nude,despido,5.52,2.05,5.68,2.58,5.04,1.93,UnAv,7,3,V,0
521,outdoors,exterior,6.09,1.24,4.08,2.65,5.71,1.87,87.04,8,4,ADJ/N,0
522,owl,coruja,5.08,1.76,3.79,1.97,4.87,1.38,3.15,6,3,N,2
523,pancakes,crepe,7.06,1.73,4.63,2.28,5.59,2.10,3.02,5,2,N,2
524,pasta,massa,6.32,1.33,3.56,2.08,5.93,1.64,112.21,5,2,N,5
525,people,gente,6.07,1.39,4.93,2.09,5.26,1.68,427.32,5,2,N,7
526,pizza,pizza,7.10,1.37,4.41,2.00,6.33,1.43,1.73,5,2,N,UnAv
527,rabbit,coelho,5.88,1.61,3.75,2.16,5.17,2.36,9.62,6,3,N,2
528,rollercoaster,montanha-russa,6.44,1.92,7.70,1.72,4.57,2.46,UnAv,14,4,N,UnAv
529,sailboat,veleiro,6.21,1.45,3.42,2.34,5.50,2.42,5.37,7,3,N,3
530,sexy,sexy,7.05,1.32,5.98,2.25,6.03,2.04,1.23,4,2,ADJ,UnAv
531,skijump,baloiço,6.98,1.46,4.14,2.21,6.18,2.21,2.28,7,3,N,0
532,sun,sol,8.00,1.06,4.80,3.01,6.27,2.63,130.53,3,1,N,7
533,clouds,nuvens,6.62,2.20,3.50,2.72,6.19,2.54,UnAv,6,2,N,UnAv
534,garter,liga,5.18,1.61,4.58,1.89,5.17,1.48,25.91,4,2,N,8
535,golfer,golfista,4.89,1.30,3.85,2.00,5.19,1.35,1.30,8,3,N,UnAv
536,hawk,falcão,5.23,1.50,4.80,2.38,4.52,2.37,3.27,6,2,N,1
537,man,homem,6.67,1.42,5.42,1.71,5.38,1.24,863.76,5,2,N,0
538,nurse,enfermeira,5.64,1.28,4.24,1.56,5.00,1.83,UnAv,10,4,ADJ/N,UnAv
539,plane,avião,6.75,1.61,4.58,2.62,4.22,1.87,69.58,5,3,N,2
540,tennis,ténis,5.72,1.37,4.09,2.11,5.03,1.66,22.45,5,2,N,1
541,bus,autocarro,4.43,1.48,4.59,2.24,5.05,1.86,40.16,9,4,N,0
542,white,branco,6.33,1.47,2.67,2.03,5.81,2.24,243.79,6,2,ADJ/N,6
543,black,preto,5.42,1.92,3.94,1.81,5.31,1.57,62.31,5,2,ADJ/N,6
544,blue,azul,6.47,1.90,4.13,2.21,5.26,2.31,104.93,4,2,ADJ/N,0
545,yellow,amarelo,5.71,1.51,4.13,1.89,5.45,1.80,73.53,7,4,ADJ/N,1
546,adult,adulto,5.52,1.23,3.84,1.91,6.00,2.30,47.75,6,3,ADJ/N,1
547,basket,cesto,5.36,0.66,4.11,1.84,5.05,2.01,17.46,5,2,N,8
548,bathroom,sanitário,4.10,1.81,3.60,2.29,4.70,1.66,29.49,9,4,ADJ/N,0
549,bed,cama,7.02,1.32,2.44,1.99,5.54,2.61,115.05,4,2,N,21
550,building,edifício,5.21,1.19,3.94,2.03,4.91,2.06,136.39,8,4,N,0
551,car,carro,5.97,1.61,4.30,2.80,5.32,2.02,180.69,5,2,N,14
552,computer,computador,6.73,1.46,5.22,2.68,6.00,2.05,100.98,10,4,N,1
553,cliff,precipício,2.97,1.46,6.71,1.69,3.87,2.42,4.26,10,4,N,0
554,cow,vaca,5.07,1.59,3.80,1.79,5.28,1.71,33.00,4,2,N,12
555,dustpan,apanhador,4.46,1.28,4.44,2.03,5.06,2.25,UnAv,9,4,ADJ/N,UnAv
556,face,face,6.15,1.23,3.88,2.00,5.00,1.13,72.36,4,2,N,3
557,farm,quinta,5.91,1.57,4.12,2.07,5.04,1.56,29.92,6,2,N,4
558,field,campo,6.73,1.72,2.96,2.05,6.21,2.17,264.77,5,2,N,3
559,fish,peixe,5.67,1.41,3.62,2.08,5.33,2.14,94.88,5,2,N,1
560,fork,garfo,5.08,1.61,3.29,2.31,6.11,2.49,7.77,5,2,N,2
561,hairdryer,secador,5.09,0.96,3.85,1.80,4.89,1.72,1.67,7,3,N,UnAv
562,highway,auto-estrada,5.34,1.64,4.58,1.84,4.26,2.28,47.25,12,4,N,0
563,house,casa,8.00,1.12,3.85,2.71,5.91,2.58,783.26,4,2,N,19
564,hydrant,boca-de-incêndio,4.83,1.46,4.69,1.94,4.21,1.73,1.17,16,4,N,UnAv
565,iron,ferro,4.76,1.30,3.62,1.81,4.93,1.36,113.45,5,2,N,8
566,lightbulb,lâmpada,5.55,0.99,3.59,2.03,5.63,2.19,18.38,7,3,N,0
567,mushroom,cogumelo,5.48,1.63,3.88,2.03,5.52,2.23,16.04,8,4,N,0
568,office,escritório,4.89,0.99,4.56,1.94,4.66,1.37,40.78,10,4,N,0
569,rain,chuva,4.63,2.10,4.44,2.43,3.96,2.17,113.45,5,2,N,2
570,red,vermelho,5.05,1.68,4.97,1.83,5.77,1.82,90.81,8,3,ADJ/N,1
571,runner,atleta,6.23,1.31,5.29,2.14,5.13,1.67,50.65,6,3,N,0
572,sky,firmamento,5.61,1.40,2.95,1.69,5.14,1.59,2.96,10,4,N,0
573,skyscraper,arranha-céu,5.33,1.55,4.67,1.84,4.73,1.48,UnAv,11,3,N,UnAv
574,space,espaço,6.22,1.25,3.29,2.31,5.47,2.07,834.15,6,3,N,0
575,snow,neve,6.62,1.57,4.06,2.32,5.41,2.05,52.07,4,2,N,4
576,swimmer,nadador,6.14,1.47,4.72,1.98,5.25,2.12,5.31,7,3,ADJ/N,0
577,truck,camião,4.86,0.52,3.58,2.09,5.72,1.75,31.65,6,3,N,1
578,umbrella,guarda-chuva,4.07,1.59,4.00,2.15,4.72,1.99,4.01,12,4,N,UnAv
579,violin,violino,7.00,1.51,3.27,2.22,5.27,1.83,12.83,7,4,N,0
580,watch,vigilância,4.94,1.74,4.68,1.94,4.81,2.02,26.09,10,4,N,0
581,addict,viciar,3.55,1.56,5.50,2.27,3.88,2.70,4.69,6,3,V,2
582,alcoholic,alcoólico,3.14,2.35,6.62,1.94,4.43,2.63,29.06,9,5,ADJ/N,0
583,bees,abelhas,3.73,2.17,6.74,2.07,4.08,2.43,UnAv,7,3,N,UnAv
584,bloody,sangrento,2.40,1.94,7.12,1.90,3.82,2.81,8.45,9,3,ADJ,0
585,boxer,pugilista,3.75,1.46,5.46,1.79,4.25,1.97,1.97,9,4,N,UnAv
586,burn,queimadura,2.11,1.23,6.59,1.76,4.19,2.09,3.82,10,4,N,0
587,cell,célula,5.00,0.00,4.33,1.86,3.77,1.73,32.82,6,3,N,1
588,dead,morto,1.45,0.94,6.32,2.12,3.05,2.58,180.38,5,2,ADJ/N,8
589,dentist,dentista,4.55,1.58,5.38,1.61,3.69,1.93,3.45,8,3,N,0
590,dirty,sujo,2.50,1.33,5.59,2.31,5.71,2.33,27.88,4,2,ADJ/N,3
591,drown,afogar-se,1.79,1.10,7.18,2.38,2.75,2.00,UnAv,9,3,V,UnAv
592,fear,medo,2.62,1.74,7.29,1.35,3.00,2.07,139.97,4,2,N,9
593,gun,fuzil,2.12,2.52,2.42,2.78,3.40,2.92,0.68,5,2,N,1
594,hit,golpe,2.79,1.34,5.51,2.13,4.09,1.88,39.30,5,2,N,2
595,injury,lesão,2.69,1.67,5.21,2.73,3.27,1.54,43.55,5,2,N,2
596,knife,faca,3.59,1.39,5.38,1.97,4.00,2.05,26.65,4,2,N,12
597,lesbian,lésbica,5.08,1.36,4.48,2.03,5.19,1.57,0.74,7,3,N,UnAv
598,lightning,relâmpago,4.80,1.94,6.41,1.84,4.08,2.41,4.87,9,4,N,0
599,masturbate,masturbar-se,5.60,2.00,5.95,1.95,6.13,2.30,UnAv,12,3,V,0
601,panic,pânico,2.50,1.63,7.26,2.22,3.66,2.70,15.18,6,3,N,1
602,pus,pus,2.86,1.46,5.58,1.73,3.88,1.85,0.86,3,1,N,2
603,rifle,espingarda,2.93,1.60,7.15,1.29,4.35,2.39,12.09,10,4,N,0
604,scared,assustado,3.00,1.28,5.71,2.31,4.43,2.52,10.86,9,4,ADJ,UnAv
605,scream,grito,3.92,1.98,7.10,1.80,4.18,1.47,55.89,5,2,N,4
606,shark,tubarão,3.95,1.39,6.14,2.08,4.25,1.80,4.81,7,3,N,0
607,sick,doente,2.58,1.52,5.66,2.09,3.48,2.64,125.78,6,3,ADJ/N,3
608,skull,crânio,5.48,1.20,3.95,2.04,5.60,2.46,7.09,6,2,N,1
609,snake,serpente,3.33,1.65,5.68,2.21,4.62,1.50,8.76,8,3,N,1
610,spider,aranha,3.24,1.97,5.53,2.24,5.10,2.12,7.90,6,3,N,1
611,starving,faminto,2.65,1.26,5.00,2.38,3.56,1.98,3.27,7,3,ADJ,0
612,surgery,cirurgia,3.23,1.54,6.21,2.17,3.38,2.13,8.20,8,4,N,0
613,tank,tanque,4.62,1.13,4.74,1.86,4.86,1.49,17.40,6,2,N,1
614,terrorist,terrorista,2.13,1.48,6.69,1.82,3.18,2.58,14.62,10,4,ADJ/N,0
615,trash,lixo,2.52,1.40,5.41,2.35,4.13,2.28,40.41,4,2,N,5
616,trauma,trauma,2.18,1.36,7.14,1.81,3.26,2.28,2.41,6,2,N,1
617,urine,urina,3.81,1.49,5.13,1.19,5.61,1.92,6.42,5,3,N,3
618,victim,vítima,2.23,1.21,6.21,2.14,4.15,2.18,106.84,6,3,N,0
619,volcano,vulcão,4.59,1.89,6.51,2.18,4.00,2.61,8.64,6,2,N,1
620,wounds,feridas,2.85,1.37,5.52,1.90,3.96,1.77,UnAv,7,3,N/V,UnAv
621,abduction,rapto,1.69,1.02,7.82,1.21,3.42,2.98,4.26,5,3,N,5
622,abortion,aborto,2.89,1.69,5.77,2.16,4.72,2.42,29.49,6,3,N,2
623,absurd,absurdo,4.04,1.29,4.32,2.18,4.65,1.75,28.19,7,3,ADJ/N,0
624,abundance,abundância,6.44,1.54,5.03,2.14,5.81,2.12,14.00,10,4,N,0
625,acceptance,aprovação,7.23,1.18,5.63,2.73,6.21,2.62,34.30,9,4,N,1
626,ace,ás,6.28,1.75,3.83,2.53,5.00,2.45,2.10,2,1,N,4
627,ache,dor,1.62,1.01,7.37,1.75,2.91,2.19,78.41,3,1,N,9
628,addicted,viciado,2.83,1.73,5.69,2.31,4.80,2.67,1.23,7,4,ADJ/N,UnAv
629,advantage,vantagem,7.24,1.26,5.29,2.34,6.46,2.08,102.77,8,3,N,0
630,adventure,aventura,7.27,1.04,7.27,1.89,5.19,2.45,32.57,8,4,N,1
631,agreement,acordo,6.13,1.28,3.57,1.98,5.48,2.21,318.25,6,3,N,1
632,air,ar,6.87,1.41,2.83,2.69,4.32,2.55,265.82,2,1,N,16
633,alien,extraterrestre,4.93,1.58,5.16,2.59,5.13,2.54,2.04,14,5,N,0
634,alimony,sustento,5.33,1.27,4.32,2.00,5.24,2.26,4.87,8,3,N,0
635,alive,vivo,8.00,1.47,5.14,3.14,7.08,2.02,142.93,4,2,ADJ/N,6
636,allergy,alergia,5.28,3.02,6.41,2.12,3.46,2.24,2.59,7,4,N,0
637,alley,beco,3.88,1.62,4.88,2.41,5.63,2.57,6.29,4,2,N,5
638,ankle,tornozelo,4.98,0.89,3.77,1.91,5.00,2.31,3.33,9,4,N,0
639,answer,resposta,5.57,1.19,4.18,1.82,5.00,1.91,162.24,8,3,N,0
640,applause,aplausos,7.76,1.13,6.45,2.06,6.38,2.30,UnAv,8,3,N,UnAv
641,appliance,electrodoméstico,4.95,1.38,3.97,2.02,4.86,1.98,6.97,16,7,N,0
642,arm,braço,5.65,1.25,3.63,1.79,6.31,1.79,162.49,5,2,N,7
643,art,arte,7.50,1.37,4.42,2.31,5.26,2.64,180.44,4,2,N,6
644,athletics,desporto,6.69,1.55,5.97,2.39,5.97,2.12,670.31,8,3,N,1
645,avalanche,avalanche,3.29,1.54,5.96,2.18,3.38,1.88,1.97,9,4,N,UnAv
646,avenue,avenida,5.56,1.24,4.65,1.65,5.87,2.30,20.36,7,4,N,0
647,bake,assar,5.16,1.80,4.65,2.15,4.30,1.67,7.03,5,2,V,8
648,bandage,ligadura,3.51,1.79,4.33,1.97,4.14,2.15,0.86,8,4,N,0
649,banner,cartaz,5.36,1.39,3.71,2.17,6.18,2.10,29.30,6,2,N,2
650,bar,bar,6.25,1.16,4.82,2.25,5.16,2.35,36.70,3,1,N,6
651,barrel,barril,5.48,1.18,4.50,1.48,4.69,1.30,7.65,6,2,N,2
652,bathtub,banheira,6.12,1.67,3.96,2.22,5.33,2.52,4.75,8,3,N,2
653,beast,besta,3.50,1.63,5.69,1.25,4.22,2.24,9.13,5,2,N,10
654,beautiful,belo,7.32,1.46,3.77,2.52,5.10,2.66,98.02,4,2,ADJ/N,9
655,bench,banco,5.40,1.24,3.61,2.28,4.50,1.73,130.72,5,2,N,9
656,bereavement,pesar,3.22,1.85,5.00,2.11,4.29,1.93,40.84,5,2,N/V,11
657,beverage,bebida,5.72,1.28,5.04,1.92,5.07,1.49,21.59,6,3,N,0
658,bland,insípido,3.63,1.67,3.76,2.28,3.83,2.08,1.67,8,4,ADJ,0
659,blasphemy,blasfémia,2.81,1.65,4.89,2.75,4.37,2.19,1.05,9,3,N,0
660,bliss,sorte,7.73,1.32,6.29,2.26,5.16,2.10,72.67,5,2,N,5
661,blister,bolha,4.59,1.46,4.56,2.09,4.67,1.86,3.33,5,2,N,7
662,blond,loiro,5.70,1.40,3.95,1.86,5.16,2.09,UnAv,5,2,ADJ/N/V,3
663,blubber,gordura,2.72,1.45,5.65,2.39,5.06,1.81,21.53,7,3,N,1
664,board,painel,4.79,1.53,4.25,1.76,4.70,2.58,32.70,6,2,N,0
665,body,corpo,5.75,1.32,5.10,1.45,5.45,1.92,318.56,5,2,N,8
666,bottle,garrafa,5.37,0.93,3.85,1.90,4.89,1.41,31.21,7,3,N,1
667,bouquet,bouquet,6.44,1.23,3.92,2.52,5.00,2.21,0.80,7,2,N,UnAv
668,brave,valente,6.47,1.39,4.94,2.03,5.65,2.33,8.33,7,3,ADJ/N,1
669,breeze,brisa,7.06,1.39,2.28,2.15,5.53,2.15,5.74,5,2,N,6
670,bride,noiva,6.32,2.00,5.42,2.52,4.86,2.78,UnAv,5,2,N/V,UnAv
671,bright,brilhante,7.84,1.25,5.26,2.49,6.31,1.97,47.38,9,3,ADJ/N,0
672,broken,quebrado,3.33,1.29,5.59,1.99,4.90,1.88,2.16,8,3,ADJ,1
673,bullet,bala,2.37,1.42,6.67,1.96,4.59,2.53,13.63,4,2,N,19
674,busybody,intrometido,3.57,1.36,6.03,2.05,4.73,1.60,UnAv,11,5,V,0
675,cabinet,armário,5.04,1.24,3.05,1.87,4.83,1.87,25.17,7,3,N,0
677,cane,bengala,4.15,1.44,3.62,1.61,4.75,1.45,5.31,7,3,N,0
678,cannon,canhão,3.55,1.39,4.40,2.35,3.65,1.67,7.83,6,2,N,4
679,carcass,carcaça,3.89,1.45,4.30,1.81,5.42,1.86,4.75,7,3,N,3
680,casino,casino,5.27,1.51,4.88,2.09,4.92,1.18,13.51,6,3,N,3
681,cellar,adega,5.09,1.27,4.41,1.50,5.13,1.52,5.80,5,3,N,1
682,champ,campeão,7.90,1.41,6.26,2.60,6.31,2.05,62.86,7,3,N,0
683,chance,oportunidade,7.84,1.13,6.06,2.43,5.64,2.25,111.16,12,6,N,0
684,chaos,caos,3.32,2.11,7.18,2.05,5.29,2.88,16.96,4,1,N,2
685,chin,queixo,4.88,0.97,3.95,1.94,4.86,2.18,12.52,6,2,N,2
686,christmas,natal,8.26,1.20,5.44,3.25,7.29,1.52,15.98,5,2,ADJ/N,4
687,circle,círculo,5.03,1.00,3.71,1.88,5.80,1.58,44.29,7,3,N,0
688,clock,relógio,5.11,1.20,4.97,2.15,4.76,2.40,40.34,7,3,N,0
689,clumsy,desajeitado,3.78,1.45,4.58,2.06,4.22,2.35,2.78,11,5,ADJ,0
690,coarse,grosseiro,2.78,1.67,6.06,2.24,4.58,2.51,11.29,9,3,ADJ/N,0
691,coast,costa,5.81,1.73,4.19,2.21,5.23,1.88,26.53,5,2,N,10
692,coin,moeda,5.86,1.46,5.31,1.62,5.04,2.20,131.34,5,3,N,4
693,cold,frio,4.35,2.24,4.67,2.17,4.81,2.26,143.24,4,2,ADJ/N,7
694,color,cor,7.12,1.47,5.09,2.55,5.69,2.37,161.56,3,1,N,6
695,column,coluna,4.82,0.82,3.89,2.26,5.08,1.89,40.41,6,3,N,1
696,comfort,conforto,7.61,1.75,2.31,2.05,6.69,2.09,21.84,8,3,N,0
697,cook,cozinheiro,5.62,1.60,4.10,1.99,4.74,1.74,11.47,10,4,N,1
698,cord,cordel,4.58,1.02,4.24,1.96,5.03,1.30,3.70,6,2,N,2
699,cork,rolha,5.11,0.64,3.04,1.99,4.35,1.96,3.89,5,2,N,8
700,corner,esquina,4.71,1.10,4.63,1.92,5.38,1.61,21.53,7,3,N,2
701,corridor,corredor,4.97,0.87,4.16,1.77,4.43,1.78,6.23,8,3,ADJ/N,1
702,corrupt,corrupto,2.15,1.46,5.75,2.77,4.82,2.56,3.39,8,3,ADJ/N,1
703,coward,cobarde,2.19,1.19,5.90,2.15,3.95,2.26,5.98,7,3,ADJ/N,1
704,crime,crime,1.95,1.32,6.69,2.47,3.59,2.43,95.37,5,2,N,2
705,criminal,criminoso,2.63,1.83,6.81,1.99,3.48,2.42,18.51,9,4,ADJ/N,0
706,crisis,crise,2.29,1.53,5.86,2.26,3.48,2.42,119.12,5,2,N,2
707,crude,bruto,2.20,1.15,5.91,2.13,4.65,2.09,22.58,5,2,ADJ/N,2
708,crutch,muleta,3.92,1.10,4.17,2.04,3.63,1.99,4.38,6,3,N,1
709,cuisine,cozinha,6.28,1.36,4.41,2.17,5.50,1.76,80.87,7,3,N,1
710,curtains,cortinas,5.12,0.93,3.56,2.10,5.59,2.26,UnAv,8,3,N/V,UnAv
711,cut,corte,3.85,1.44,5.73,2.21,3.89,2.19,27.57,5,2,N,6
712,damage,dano,3.21,1.73,5.83,1.87,3.32,1.62,22.27,4,2,N,5
713,danger,perigo,3.14,1.38,7.41,1.48,3.78,2.41,80.69,6,3,N,1
714,dark,escuro,4.23,1.45,4.35,2.13,4.91,1.93,85.25,6,3,ADJ/N,2
715,dawn,madrugada,5.73,1.72,3.69,2.29,5.58,2.37,54.29,9,4,N,0
716,daylight,dia,6.72,1.54,4.57,2.73,5.57,1.85,1380.59,3,2,N,10
717,dazzle,deslumbramento,6.44,1.68,4.37,2.27,5.04,2.05,4.38,14,5,N,0
718,deceit,engano,3.33,1.49,5.10,1.83,4.45,1.92,12.52,6,3,N,1
719,decorate,decorar,5.69,1.42,4.30,1.66,5.00,2.24,21.04,7,3,V,4
720,deformed,disforme,3.54,1.77,4.24,1.77,4.25,2.43,2.71,8,3,ADJ,0
721,delayed,atrasado,3.42,1.78,6.31,2.54,5.57,2.46,26.28,8,4,ADJ/N,2
722,derelict,abandonado,1.96,1.04,5.95,1.94,4.14,2.45,39.30,10,5,ADJ/N,UnAv
723,destruction,destruição,2.36,2.44,7.14,2.22,5.13,3.00,37.07,10,4,N,0
724,detail,detalhe,6.24,1.48,4.33,2.45,6.52,1.78,13.94,7,3,N,0
725,dirt,sujidade,2.64,1.31,5.47,2.14,4.48,2.09,3.15,8,4,N,1
726,discomfort,incómodo,3.56,1.39,6.26,1.48,3.83,1.82,19.62,8,4,ADJ/N,0
727,disturb,perturbar,2.97,1.42,5.89,1.59,4.77,2.20,25.48,9,3,V,0
728,doll,boneca,5.77,1.79,4.35,2.10,5.67,1.71,UnAv,6,3,N,2
729,dollar,dólar,5.97,1.90,4.72,1.90,4.57,2.02,104.01,5,2,N,0
730,dove,pomba,5.19,1.47,3.94,2.04,5.32,0.91,7.09,5,2,N,5
731,dreary,sinistro,2.69,1.63,6.45,1.82,3.91,1.85,13.51,8,3,ADJ/N,2
732,dummy,manequim,5.44,1.00,4.27,1.84,5.07,1.54,4.26,8,3,N,0
733,dump,lixeira,2.73,1.50,5.60,1.67,4.73,1.66,11.60,7,3,N,1
734,easy,fácil,6.70,1.47,3.22,2.28,6.79,2.19,138.55,5,2,ADJ,0
735,ecstasy,êxtase,7.37,1.34,7.08,1.89,6.45,1.76,6.05,6,3,N,0
736,egg,ovo,5.58,1.12,3.52,2.04,4.58,1.95,70.33,3,2,N,5
737,elbow,cotovelo,4.82,0.81,3.62,1.92,5.20,1.68,8.88,8,4,N,0
738,elevator,elevador,4.94,1.21,3.89,1.91,5.36,1.91,11.23,8,4,N,0
740,event,acontecimento,5.70,1.33,5.03,1.90,5.67,1.63,80.20,13,6,N,0
741,evil,malévolo,2.53,1.61,5.05,2.20,3.82,1.94,1.23,8,4,ADJ,0
742,fabric,tecido,5.26,0.87,4.44,1.34,4.79,1.31,38.86,6,3,ADJ/N,0
743,fall,queda,3.09,1.31,6.72,1.62,3.48,1.64,83.34,5,2,N,2
744,false,falso,2.49,1.15,6.08,2.15,4.48,1.99,49.04,5,2,ADJ/N,UnAv
745,famous,famoso,6.43,1.45,5.21,2.17,5.72,1.89,57.00,6,3,ADJ/N,0
746,fantasy,fantasia,7.15,1.12,5.34,2.78,5.27,2.43,23.63,8,4,N,2
747,fault,culpa,2.13,1.17,6.34,2.10,3.64,2.15,48.92,5,2,N,1
748,favor,favor,5.43,1.15,3.88,1.95,5.52,1.82,93.95,5,2,N,3
749,festive,festivo,7.90,1.26,7.39,1.78,6.62,1.72,8.45,7,3,ADJ,0
750,fever,febre,2.58,1.13,5.45,2.27,3.48,2.11,30.66,5,2,N,2
751,fight,luta,3.91,1.88,7.17,1.65,4.92,2.52,129.73,4,2,N,10
752,finger,dedo,5.14,1.17,3.83,1.84,5.40,2.10,91.85,4,2,N,7
753,flag,bandeira,5.26,0.67,4.63,2.43,5.54,1.92,41.76,8,3,N,1
754,flirt,namoriscar,7.91,0.93,6.43,2.61,6.00,2.71,0.56,10,4,V,0
755,flood,inundação,2.29,1.27,6.18,1.63,3.15,1.86,16.10,9,4,N,0
756,foam,espuma,6.31,1.46,3.78,1.96,4.68,1.78,14.19,6,3,N,2
757,foot,pé,5.10,1.17,3.71,2.05,4.57,2.03,262.12,2,1,N,8
758,frigid,gélido,3.28,1.55,5.42,1.98,4.30,2.51,2.34,6,3,ADJ,0
759,fun,diversão,8.23,0.88,6.27,2.39,6.20,2.31,7.77,8,3,N,1
760,game,jogo,6.22,1.48,5.54,2.30,6.08,1.87,454.95,4,2,N,5
761,garden,jardim,7.16,1.14,2.93,2.00,5.56,2.02,122.82,6,2,N,0
762,garment,vestuário,5.94,1.28,4.21,2.08,5.19,2.00,18.88,9,4,N,2
763,gender,género,5.22,1.04,3.39,1.97,5.38,1.31,94.20,6,3,N,1
764,germs,germes,3.16,1.68,4.15,2.36,3.70,1.72,UnAv,6,2,N,
765,glass,vidro,5.14,1.13,3.83,1.97,4.33,1.91,57.62,5,2,N,2
766,good,bom,7.30,1.35,4.16,2.63,4.20,3.00,735.70,3,1,ADJ/ADV/INT/N,7
767,gossip,bisbilhotice,4.15,1.93,5.19,1.89,5.00,2.13,1.23,12,5,N,0
768,grass,relva,5.93,1.59,2.95,2.14,5.64,2.31,12.77,5,2,N,2
769,greed,avareza,3.18,1.79,4.97,2.26,4.59,2.18,0.62,7,4,N,0
770,greet,cumprimentar,6.84,1.36,4.35,2.27,6.19,1.78,12.89,12,4,V,0
771,grenade,granada,2.42,1.38,7.00,1.77,2.97,2.16,4.69,7,3,N,0
772,grime,sebo,2.94,2.13,4.47,2.90,2.86,2.25,1.42,4,2,N,7
773,grin,sorriso,8.13,1.07,4.68,2.96,6.80,1.85,70.82,7,3,N,0
774,gripe,queixa,2.91,1.31,5.12,2.01,4.67,2.08,60.02,6,2,N,3
775,habit,hábito,5.19,1.10,3.09,1.90,5.68,2.11,63.72,6,3,N,1
776,hairpin,gancho,4.97,1.28,3.97,2.13,5.48,1.79,4.07,6,2,N,4
777,hamburger,hambúrger,5.60,1.71,4.23,2.08,5.49,2.10,UnAv,9,3,N,UnAv
778,hand,mão,5.97,1.45,3.78,1.70,5.92,1.73,486.29,3,1,N,10
779,handicap,desvantagem,3.62,1.50,4.55,1.50,4.68,1.89,14.56,11,4,N,0
