Number,E-Word,EP-Word,Val-M,Val-SD,Arou-M,Arou-SD,Dom-M,Dom-SD,Freq,Nlett,Nsyll ,GClass,Neigh
780,haphazard,casual,5.10,1.30,3.73,1.95,5.35,1.92,2.84,6,3,ADJ,2
781,hard,difícil,3.74,1.66,6.33,2.03,4.21,2.18,213.75,7,3,ADJ/N,0
782,hardship,adversidades,3.61,1.44,6.29,1.71,4.43,2.30,UnAv,12,5,N,UnAv
783,hat,chapéu,5.43,1.01,3.47,1.92,4.81,2.22,41.21,6,2,N,0
784,hay,feno,4.58,1.63,3.96,1.79,4.78,1.67,3.08,4,2,N,5
785,headlight,farolim,4.56,1.41,3.86,1.87,3.77,1.92,UnAv,7,3,N,0
786,heal,curar,7.33,1.80,5.11,2.66,5.50,2.14,12.77,5,2,V,10
787,heart,coração,7.00,2.11,5.06,2.01,5.76,2.41,136.52,7,3,N,5
788,hell,inferno,3.00,1.94,6.17,1.97,3.89,1.99,24.06,7,3,N,2
789,heroin,heroína,4.91,2.42,5.48,2.31,5.86,2.29,18.75,7,4,N,0
790,hinder,dificultar,3.17,1.32,6.21,1.95,4.65,2.35,20.97,10,4,V,0
791,holiday,feriado,7.58,1.34,4.44,2.55,5.86,2.34,9.01,7,4,N,1
792,honey,mel,5.97,1.87,3.76,2.44,5.77,2.07,18.01,3,1,N,6
793,hooker,prostituta,3.45,1.44,4.36,1.83,4.43,1.83,UnAv,10,4,N,1
794,hope,esperança,7.53,1.61,3.32,2.20,6.13,2.23,96.36,9,4,N,1
795,hotel,hotel,6.12,1.32,3.31,2.20,5.00,1.94,73.04,5,2,N,1
796,humane,humano,6.81,1.62,3.76,2.18,5.79,2.08,235.10,6,3,ADJ/N,0
797,humiliate,humilhar,1.66,1.11,6.96,2.34,4.13,2.47,8.64,8,3,V,0
798,hurricane,furacão,3.70,1.92,6.91,1.70,3.91,2.66,2.34,7,3,N,0
799,icebox,geleira,4.76,1.48,3.10,2.13,4.80,2.22,UnAv,7,3,N,1
800,idea,ideia,6.82,1.38,4.68,2.18,5.83,2.18,290.92,5,3,N,0
801,identity,identidade,6.56,1.36,4.23,2.18,6.45,2.23,35.90,10,5,N,0
802,idol,ídolo,6.03,1.25,4.44,2.30,4.87,1.87,5.68,5,3,N,1
803,ignorance,ignorância,2.57,1.22,4.17,1.72,4.35,1.84,14.44,10,4,N,0
804,illness,doença,2.19,1.49,5.54,2.67,3.76,2.30,185.99,6,3,N,0
805,imagine,imaginar,7.76,1.23,5.53,2.81,6.73,2.47,80.07,8,4,V,0
806,immature,imaturo,2.94,1.46,6.00,1.29,4.83,2.24,1.05,7,4,ADJ,0
807,immoral,imoral,2.98,1.70,5.87,1.88,5.09,1.84,3.08,6,3,ADJ,2
808,impair,afectar,3.56,1.50,5.96,2.35,4.61,2.25,107.96,7,3,V,0
809,incentive,incentivo,6.56,1.88,4.69,2.27,5.59,1.97,22.15,9,4,N,0
810,indifferent,indiferente,3.92,1.64,4.12,2.53,4.39,1.84,27.27,11,5,ADJ/N,0
811,infant,infante,5.27,1.03,4.00,1.56,4.61,1.82,11.72,7,3,N,0
812,inferior,inferior,3.22,1.36,5.24,1.98,4.26,2.23,95.25,8,4,ADJ/N,2
813,inhabitant,habitante,5.31,0.89,3.69,2.00,4.64,1.66,80.57,9,4,N,0
814,innocent,inocente,5.33,1.61,3.86,2.49,5.71,2.12,22.89,8,4,ADJ/N,0
815,insane,demente,2.57,1.50,5.47,2.21,4.06,1.85,1.60,7,3,ADJ/N,3
816,insect,insecto,4.12,2.04,5.07,2.16,4.67,1.84,16.84,7,3,N,2
817,insult,insulto,2.18,1.05,7.20,1.55,4.45,2.38,11.60,7,3,N,2
818,intellect,intelecto,6.24,1.46,4.50,2.20,6.09,2.07,1.17,9,4,N,0
819,intercourse,coito,6.08,2.17,5.80,2.23,5.26,2.05,2.04,5,2,N,5
821,intimate,íntimo,6.82,1.63,4.87,2.72,5.82,2.14,35.53,6,3,ADJ/N,1
822,intruder,intruso,2.92,1.68,5.64,2.69,3.81,1.94,3.33,7,3,ADJ/N,0
823,invader,invasor,2.67,1.12,6.38,1.92,3.72,2.64,8.08,7,3,ADJ/N,0
824,invest,investir,6.08,1.30,5.55,1.84,5.39,1.86,48.86,8,3,V,0
825,item,item,4.79,1.02,4.10,1.69,5.37,1.01,4.32,4,2,N,UnAv
826,joke,piada,7.53,1.16,5.55,2.64,6.65,1.42,12.15,5,3,N,3
827,jolly,jovial,6.97,1.29,5.12,2.63,6.00,1.96,2.22,6,3,ADJ,0
828,journal,revista,5.67,0.98,3.72,1.99,5.30,1.56,76.74,7,3,N,2
829,jug,caneca,5.43,0.93,3.62,2.12,4.83,2.25,2.71,6,3,N,4
830,kerchief,lenço,5.31,1.43,3.45,1.91,4.90,1.99,28.56,5,2,N,4
831,ketchup,ketchup,4.84,1.59,4.19,2.00,5.43,1.81,2.04,7,2,N,0
832,kettle,chaleira,5.41,0.96,4.54,1.82,5.76,1.81,0.93,8,3,N,1
833,key,chave,5.43,1.20,3.50,1.79,4.42,2.34,31.95,5,2,N,2
834,kick,pontapé,3.89,1.86,6.60,1.82,4.96,2.14,16.04,7,3,N,0
835,kids,crianças,7.74,1.45,4.16,2.83,5.78,1.86,UnAv,8,3,N,UnAv
836,knot,nó,4.77,1.44,4.47,1.80,4.84,1.07,109.44,2,1,N,9
837,lamb,cordeiro,5.64,1.45,2.93,2.14,5.55,1.92,1.73,8,3,N,2
838,lamp,candeeiro,5.51,1.19,3.92,1.85,5.69,2.04,18.57,9,4,N,0
839,lantern,lanterna,5.43,1.01,4.05,1.81,4.88,1.73,7.09,8,3,N,0
840,lavish,generoso,7.24,1.64,4.50,2.63,5.33,2.16,15.92,8,4,ADJ,0
841,lawn,relvado,6.28,1.44,3.88,2.33,5.48,2.37,30.91,7,3,ADJ/N,0
842,lawsuit,acusação,2.48,1.19,6.88,1.88,3.60,2.11,68.84,8,4,N,0
843,lazy,preguiçoso,3.96,1.51,4.14,2.02,3.58,2.26,3.58,10,4,ADJ/N,0
844,leader,líder,6.70,1.33,5.85,2.37,7.06,1.92,161.32,5,2,N,0
845,legend,lenda,5.74,1.43,3.44,2.09,5.71,1.67,20.36,5,2,N,7
846,letter,carta,6.05,1.41,3.98,2.06,4.98,1.85,159.77,5,2,N,10
847,lighthouse,farol,5.57,1.28,4.00,1.91,4.56,1.97,9.25,5,2,N,1
848,limber,flexível,6.28,1.44,4.42,2.00,5.56,1.95,10.18,8,3,ADJ,0
849,lively,vivaz,6.33,1.16,5.26,2.24,6.07,1.58,0.56,5,2,ADJ,1
850,locker,cacifo,5.15,1.38,2.71,2.05,4.44,2.52,0.43,6,3,N,0
851,loser,falhado,2.46,1.53,5.51,2.01,3.66,1.92,6.23,7,3,ADJ,UnAv
852,lost,perdido,2.98,1.47,5.61,2.39,3.91,2.17,82.60,7,3,ADJ,UnAv
853,lottery,lotaria,7.29,1.43,6.14,2.58,4.64,2.42,5.24,7,4,N,0
854,lump,protuberância,4.35,1.58,4.00,2.79,4.50,2.37,1.23,13,5,N,0
855,machine,máquina,5.21,0.69,4.35,1.70,5.28,1.79,115.67,7,3,N,0
856,mad,louco,5.04,1.95,6.36,1.89,4.64,2.24,33.93,5,2,ADJ/N,4
857,madman,maluco,4.19,1.75,5.45,1.74,4.29,2.10,6.66,6,3,ADJ/N,0
858,magical,mágico,7.46,1.60,5.20,2.57,5.89,2.37,20.48,6,3,ADJ/N,1
859,mail,correio,5.67,1.59,4.42,2.20,5.16,1.86,31.89,7,3,N,2
860,malaria,malária,1.91,1.15,6.18,2.39,4.18,3.08,7.71,7,3,N,0
861,mangle,deformar,3.74,1.46,5.72,1.96,4.18,1.63,6.54,8,3,V,1
862,maniac,maníaco,3.31,1.95,5.97,2.24,3.77,2.24,1.17,7,4,ADJ/N,0
863,manner,maneira,5.32,0.72,3.85,2.09,4.65,2.27,273.84,7,3,N,1
864,mantel,prateleira,5.27,0.96,4.13,1.92,5.48,1.31,13.57,10,4,N,0
865,manure,estrume,2.92,1.57,3.83,1.99,4.17,1.69,4.94,7,3,N,0
866,market,mercado,5.54,1.20,4.38,2.16,4.37,2.09,301.16,7,3,N,2
867,massacre,massacre,1.63,0.88,7.76,1.09,3.13,2.47,24.18,8,3,N,0
868,material,material,4.90,0.47,3.85,1.93,4.93,1.85,160.58,8,4,ADJ/N,2
869,medicine,medicina,6.19,1.35,4.19,2.30,6.09,1.66,36.52,8,4,N,1
870,melody,melodia,7.18,1.47,3.13,2.39,6.03,2.07,7.71,7,4,N,0
871,memories,recordações,6.62,1.88,5.00,2.68,5.43,2.52,UnAv,11,4,N,UnAv
872,merry,contente,7.93,1.06,5.41,2.68,6.89,2.04,28.69,8,3,ADJ,0
873,messy,desordenado,3.57,1.31,5.14,2.56,4.72,2.62,0.74,11,5,ADJ,
874,metal,metal,4.78,0.83,4.35,1.84,5.13,1.10,52.00,5,2,N,3
875,method,método,5.52,1.48,4.55,1.45,5.58,1.88,94.26,6,3,N,0
876,milk,leite,5.96,1.51,3.44,2.14,5.16,1.89,62.74,5,2,N,3
877,mind,mente,6.10,1.79,3.83,2.44,5.74,2.12,17.46,5,2,N,6
878,mischief,travessura,5.59,1.70,5.60,1.85,5.62,1.36,0.49,10,4,N,0
879,misery,miséria,1.56,1.23,6.21,2.40,3.03,2.24,33.13,7,3,N,1
880,mistake,erro,2.90,1.33,5.82,2.30,4.24,2.31,92.84,4,2,N,6
881,mobility,mobilidade,6.40,1.73,4.78,2.17,6.38,2.20,14.00,10,5,N,1
882,mold,molde,4.98,0.90,3.65,1.84,5.24,1.52,21.96,5,2,N,2
883,moody,temperamental,4.98,1.37,5.90,1.90,4.68,1.96,1.05,13,5,ADJ,0
884,moral,moral,5.91,1.28,3.92,1.47,5.11,1.41,92.47,5,2,ADJ/N,7
885,mosquito,mosquito,3.64,1.50,5.72,2.07,3.87,2.36,10.67,8,3,N,0
886,mucus,muco,3.57,1.37,4.42,2.08,4.39,2.31,0.49,4,2,N,5
887,muddy,lamacento,3.63,1.45,4.97,1.79,4.46,1.89,1.54,9,4,ADJ,0
888,muffin,queque,6.17,1.79,4.13,2.74,5.78,2.46,2.78,6,2,N,0
889,museum,museu,5.98,1.15,3.84,2.01,4.94,1.85,49.35,5,2,N,0
890,mutation,mutação,4.50,1.55,4.33,2.16,3.69,2.10,7.77,7,3,N,0
891,mystic,místico,5.92,1.36,4.36,2.29,4.16,1.97,14.56,7,3,ADJ/N,4
892,naked,nu,5.65,1.52,5.90,2.01,5.63,2.32,34.98,2,1,ADJ/N,11
893,name,nome,5.40,0.93,4.31,1.59,5.38,1.76,391.91,4,2,N,3
894,narcotic,narcótico,2.81,1.49,5.37,2.19,4.43,1.91,0.93,9,4,ADJ/N,0
895,nasty,desagradável,2.62,1.06,5.48,2.22,4.50,2.06,13.02,12,5,ADJ,0
896,natural,natural,6.89,1.58,3.00,2.23,5.30,2.46,187.90,7,3,ADJ/N,0
897,needle,agulha,3.63,1.59,5.00,2.43,5.39,2.44,14.81,6,3,N,1
898,neglect,negligência,1.90,0.97,6.57,2.28,3.08,2.29,7.96,11,4,N,0
899,nervous,nervoso,3.20,1.41,7.44,1.52,3.75,2.33,37.45,7,3,ADJ/N,1
900,neurotic,neurótico,3.42,1.28,5.97,2.18,3.62,2.30,1.36,9,4,ADJ/N,1
901,news,notícias,5.31,1.24,4.97,1.83,4.03,1.81,UnAv,8,4,N,UnAv
902,nice,simpático,7.78,1.01,3.76,2.23,6.68,1.29,24.55,9,4,ADJ/N,0
903,nipple,mamilo,5.55,0.97,4.73,2.02,4.86,1.39,0.99,6,3,N,0
904,noisy,ruidoso,3.11,1.37,6.14,2.26,4.50,2.01,7.03,7,3,ADJ,1
905,nonsense,disparate,4.55,2.01,4.80,2.27,4.20,1.74,9.50,9,4,N,0
906,noose,laço,5.94,1.43,3.79,1.66,5.22,1.72,25.05,4,2,N,8
907,nourish,nutrir,6.27,1.64,4.50,2.44,6.04,1.86,6.54,6,2,V,0
908,nuisance,aborrecimento,2.70,1.10,4.72,2.34,3.88,1.95,3.70,13,6,N,0
909,nun,freira,5.13,1.53,3.48,1.63,4.58,1.17,8.27,6,2,N,5
910,nursery,infantário,6.22,1.65,5.36,2.00,5.07,1.52,4.69,10,4,N,0
911,obesity,obesidade,2.31,1.49,5.50,2.52,4.77,2.43,3.15,9,4,N,0
912,obey,obedecer,4.56,1.55,5.06,1.87,4.48,2.38,32.82,8,3,V,0
913,obnoxious,repugnante,2.63,1.29,5.58,2.43,4.15,2.01,2.96,10,4,ADJ,0
914,obscene,obsceno,4.06,1.55,5.62,1.87,4.36,1.76,3.70,7,3,ADJ/N,0
915,obsession,obsessão,2.58,1.65,6.37,1.79,4.31,2.46,8.70,8,3,N,0
916,odd,invulgar,5.32,1.40,4.62,1.90,4.97,1.35,10.12,8,3,ADJ,0
917,offend,ofender,2.32,1.18,6.68,2.01,4.59,2.31,16.78,7,3,V,1
918,optimism,optimismo,7.81,1.14,5.00,2.52,5.88,2.29,14.93,9,4,N,0
919,option,opção,6.48,1.52,5.18,2.31,6.25,1.97,63.29,5,2,N,0
920,orgasm,orgasmo,7.24,2.34,7.29,2.02,6.26,2.50,2.41,7,3,N,0
921,outrage,ultrage,2.61,1.71,6.08,2.33,3.63,2.34,UnAv,7,3,N/V,UnAv
922,outstanding,extraordinário,7.53,1.56,5.91,2.15,6.44,1.74,53.92,14,5,ADJ/N,0
923,overcast,nublado,3.81,1.60,3.82,1.71,4.77,1.74,UnAv,7,3,V,1
924,paint,pintura,6.29,1.38,3.69,2.24,5.26,2.38,66.69,7,3,N,2
925,pamphlet,panfleto,5.24,0.69,3.80,1.70,4.95,1.94,6.54,8,3,N,0
926,paralysis,paralisia,1.93,1.11,5.61,2.48,4.00,2.81,4.13,9,5,N,0
927,part,parte,4.78,1.10,3.89,1.65,4.96,1.66,864.75,5,2,N,4
928,passage,passagem,5.40,1.54,5.00,2.05,5.13,0.50,118.13,8,3,N,3
929,patient,paciente,5.47,1.78,3.33,2.43,5.79,1.75,15.55,8,4,ADJ/N,0
930,patriot,patriota,6.21,1.54,4.32,2.79,6.21,1.77,3.15,8,4,ADJ/N,0
931,penalty,multa,2.34,1.28,6.58,1.95,3.77,2.28,21.59,5,2,N,5
932,penis,pénis,6.53,1.37,5.69,2.30,5.35,1.62,2.90,5,2,N,UnAv
933,penthouse,águas-furtadas,4.38,2.18,3.21,2.44,3.90,2.45,UnAv,14,5,N,UnAv
934,perfume,perfume,6.73,1.47,4.24,2.32,5.94,1.98,39.67,7,3,N,0
935,pet,mascote,5.63,1.66,3.69,2.35,5.82,2.21,0.99,7,3,N,0
936,phase,fase,5.24,1.41,4.81,1.94,5.09,1.51,237.38,4,2,N,3
937,pig,porco,4.40,1.79,4.68,2.18,4.84,2.08,42.13,5,2,ADJ/N,6
938,pinch,beliscão,3.94,1.82,5.69,2.29,5.11,1.91,2.10,8,3,N,1
939,pistol,pistola,2.56,1.44,6.68,2.28,3.07,2.21,13.08,7,3,N,0
940,pity,piedade,4.30,1.66,4.00,1.73,4.43,1.75,7.03,7,4,N,0
941,plain,plano,6.04,1.29,3.73,2.07,5.83,2.31,199.69,5,2,ADJ/N,3
942,poster,póster,5.34,1.11,5.17,2.18,4.29,1.59,UnAv,6,2,N,UnAv
943,present,presente,7.07,1.41,5.82,2.56,5.73,2.31,184.45,8,3,ADJ/N,1
944,pressure,pressão,3.00,1.45,6.94,2.01,3.89,2.13,135.53,7,2,N,1
945,prestige,prestígio,7.26,1.32,5.64,2.04,5.55,2.02,29.12,9,3,N,0
946,prick,pila,5.54,1.73,5.13,2.25,4.79,1.75,UnAv,4,2,N/V,UnAv
947,progress,progresso,7.31,1.30,4.93,2.23,6.00,2.19,58.30,9,3,N,1
948,pungent,acre,2.89,2.03,3.35,2.31,3.78,2.33,4.44,4,2,ADJ/N,6
949,python,píton,3.15,1.65,5.70,2.14,3.78,2.34,UnAv,5,2,N,UnAv
950,quality,qualidade,7.07,1.23,3.20,1.71,6.17,2.19,207.71,9,4,N,1
951,quart,litro,5.26,1.02,3.88,2.03,5.42,1.86,18.94,5,2,N,1
952,queen,rainha,5.68,1.05,4.28,2.09,5.08,2.39,30.29,6,2,N,3
953,quick,rápido,5.73,1.69,6.32,2.01,5.16,2.17,113.32,6,3,ADJ/ADV/N,0
954,radiant,radiante,7.69,1.33,4.88,2.89,6.50,2.23,7.96,8,4,ADJ,1
955,radiator,radiador,5.24,0.79,4.09,1.75,5.34,1.64,0.74,8,4,N,0
956,rancid,rançoso,2.91,1.50,4.18,2.06,4.08,1.61,0.43,7,3,ADJ,0
957,razor,navalha,3.46,1.42,6.17,1.58,4.00,2.31,9.01,7,3,N,0
958,reptile,réptil,4.00,2.00,5.73,1.95,3.96,1.87,2.34,6,2,ADJ/N,0
959,resent,ressentir-se,3.11,1.31,5.68,1.87,3.97,1.65,UnAv,12,3,V,UnAv
960,restaurant,restaurante,6.16,1.42,4.45,1.87,5.67,1.40,53.98,11,4,N,0
961,reunion,reunião,5.21,1.41,4.29,1.84,4.79,2.01,152.37,7,3,N,0
962,revolver,revólver,2.67,1.39,6.56,1.87,4.42,2.50,2.41,8,3,N,1
963,rigid,rígido,3.79,1.77,5.80,2.46,4.54,1.98,14.62,6,3,ADJ,2
964,robber,assaltante,1.62,0.75,7.05,2.32,4.74,2.54,14.93,10,4,N,UnAv
965,rock,rocha,5.02,1.02,3.90,1.80,4.72,1.28,45.22,5,2,N,6
966,rough,áspero,3.50,1.10,4.87,2.11,3.42,2.08,10.24,6,3,ADJ,0
967,safe,seguro,7.08,1.64,2.98,2.01,6.46,1.90,83.34,6,3,ADJ/N,0
968,saint,santo,5.36,1.59,3.24,1.84,4.28,1.87,68.47,5,2,ADJ/N,4
969,save,poupar,5.46,2.00,4.15,1.78,5.63,2.22,37.88,6,2,V,2
970,scalding,escaldar,3.91,1.96,6.57,1.90,4.21,1.75,5.68,8,3,V,4
971,scandal,escândalo,3.26,1.60,5.83,2.22,3.76,1.63,31.52,9,4,N,0
972,scapegoat,bode-expiatório,2.75,1.52,5.55,2.29,4.38,2.14,UnAv,15,6,,UnAv
973,scar,cicatriz,3.66,1.40,4.80,2.07,4.68,1.60,4.87,8,3,N,0
974,scissors,tesoura,4.76,1.12,4.24,1.92,4.10,1.94,8.45,7,3,N,3
975,scorching,abrasador,5.08,1.50,5.64,2.07,5.06,2.06,1.11,9,4,ADJ,1
976,scorpion,escorpião,3.83,1.59,5.72,1.71,4.11,1.93,0.86,9,4,N,0
977,sentiment,sentimento,6.91,1.36,5.79,2.83,4.94,2.46,82.35,10,4,N,1
978,severe,severo,3.08,1.44,5.35,2.07,4.97,2.24,18.38,6,3,ADJ,0
979,shotgun,caçadeira,2.85,1.51,6.40,1.46,4.52,2.44,6.11,9,4,N,1
980,shriek,guincho,3.97,1.19,4.81,2.88,4.20,2.02,4.01,7,2,N,0
981,silly,tonto,4.14,1.36,4.77,2.09,4.27,2.00,9.01,5,2,ADJ/N,6
982,slow,lento,4.00,1.51,4.27,2.72,4.44,2.45,53.30,5,2,ADJ,10
983,slush,lama,3.65,1.16,4.44,1.29,4.50,1.14,27.20,4,2,N,15
984,smooth,liso,4.93,1.07,3.45,1.90,5.00,2.10,17.03,4,2,ADJ,8
985,social,sociável,6.93,1.49,4.52,2.57,5.96,2.18,0.93,8,4,ADJ,1
986,soft,macio,6.97,1.29,3.10,2.15,5.79,2.18,16.84,5,3,ADJ,4
987,song,canção,7.69,1.42,4.08,3.04,4.93,2.62,35.72,6,2,N,6
988,soothe,acalmar,6.62,1.39,2.16,1.42,5.07,2.56,15.79,7,3,V,1
989,sour,azedo,3.25,1.67,5.35,2.43,4.88,2.33,5.31,5,3,ADJ/N,2
990,spanking,palmada,3.61,1.67,6.12,1.87,4.07,2.57,3.76,7,3,N,0
991,sphere,esfera,5.50,0.96,3.83,1.83,4.89,1.77,27.39,6,3,N,1
992,spray,spray,4.71,1.40,4.09,1.74,4.71,1.36,1.11,5,1,N,UnAv
993,spring,primavera,7.70,1.13,4.15,2.68,5.92,2.15,28.13,9,4,N,1
994,stagnant,estagnado,3.29,1.49,4.57,2.11,3.73,2.07,1.79,9,4,ADJ,UnAv
995,statue,estátua,5.28,1.02,3.74,2.06,5.11,2.30,26.90,7,3,N,0
996,stench,fedor,2.97,1.64,6.17,1.95,3.96,1.95,1.17,5,2,N,3
997,stiff,firme,6.30,1.22,3.93,2.40,6.87,2.07,32.94,5,2,ADJ,2
998,stomach,estômago,4.73,1.11,3.83,2.04,4.80,1.15,19.25,8,4,N,0
999,stool,banquinho,5.62,1.62,2.85,1.89,5.07,1.89,UnAv,9,3,N,UnAv
1000,storm,tempestade,3.44,1.78,6.04,2.33,4.20,2.28,21.22,10,4,N,0
1001,stove,forno,5.67,1.15,4.22,1.99,4.90,1.81,46.88,5,2,N,5
1002,sugar,açúcar,6.88,1.63,4.00,2.59,5.67,2.74,32.39,6,3,N,0
1003,sunlight,luz-solar,7.90,1.08,4.63,2.99,5.05,3.11,UnAv,9,2,N,UnAv
1004,swamp,pântano,4.67,1.79,4.46,1.50,4.78,1.97,4.75,7,3,N,0
1005,swift,veloz,6.31,1.66,5.66,2.65,5.27,2.08,6.85,5,2,ADJ,1
1006,tamper,manipular,3.00,1.28,6.63,2.03,4.36,2.57,6.79,9,4,V,0
1007,taste,sabor,6.72,1.31,4.41,2.47,6.21,2.43,30.54,5,2,N,2
1008,taxi,táxi,4.98,0.40,4.05,2.07,5.43,1.85,19.25,4,2,N,0
1009,teacher,professor,5.75,1.32,3.70,2.35,4.61,2.64,189.63,9,3,N,1
1010,tease,arreliar,3.63,1.47,5.86,2.29,4.75,2.21,2.34,8,4,V,3
1011,tender,terno,6.96,1.60,2.92,1.89,5.81,2.32,7.46,5,2,ADJ/N,5
1012,thermometer,termómetro,4.24,1.12,4.15,1.63,4.60,1.71,4.94,10,4,N,0
1013,thought,pensamento,6.42,1.52,3.74,2.60,5.97,2.29,75.94,10,4,N,0
1014,tidy,ordenado,7.00,1.41,4.11,2.36,5.96,2.52,6.85,8,4,ADJ/N,0
1015,tool,ferramenta,5.24,1.06,4.42,1.75,5.74,1.75,27.08,10,4,N,0
1016,tower,torre,5.20,0.63,4.39,1.77,5.00,1.60,21.22,5,2,N,2
1017,toy,brinquedo,6.71,1.19,4.36,2.16,5.00,1.84,15.11,9,3,N,0
1018,travel,viajar,8.36,1.01,5.11,3.40,6.36,2.58,43.74,6,3,V,0
1019,treat,apaparicar,6.30,2.69,5.19,2.77,5.79,2.29,0.56,10,5,V,0
1020,trunk,bagageira,5.07,0.90,3.85,2.15,5.22,2.03,UnAv,9,4,ADJ/N,2
1021,tune,cantiga,6.44,1.83,3.85,2.13,6.00,2.05,10.12,7,3,N,1
1022,twilight,crepúsculo,5.47,2.36,3.21,2.27,5.36,2.60,7.59,10,4,N,0
1023,unit,unidade,5.18,0.72,3.52,1.89,5.10,1.72,141.02,7,4,N,0
1024,utensil,utensílio,4.79,1.34,3.76,1.86,5.07,1.64,22.33,9,4,N,0
1025,vagina,vagina,4.78,1.31,3.32,2.11,5.50,1.92,2.16,6,3,N,2
1026,vest,colete,4.61,0.92,4.10,1.86,4.44,1.56,9.69,6,3,N,1
1027,virgin,virgem,4.97,0.31,4.18,1.56,5.20,1.87,12.15,6,2,ADJ/N,1
1028,voyage,travessia,5.10,1.60,4.20,1.85,5.41,1.87,14.25,9,4,N,1
1029,wagon,carruagem,5.40,1.20,4.56,1.81,5.13,1.91,15.73,9,4,N,0
1030,whistle,assobio,5.48,1.01,3.89,1.75,3.75,2.49,6.91,7,4,N,0
1031,wife,esposa,5.65,1.58,4.63,1.90,5.08,1.93,UnAv,6,3,N/N/V/V,3
1032,windmill,moínho,5.51,1.07,2.79,1.82,5.50,1.79,UnAv,6,3,N/V,UnAv
1033,wink,piscar,4.97,1.45,5.00,1.68,5.26,1.63,5.37,6,2,V,5
1034,wish,desejo,7.18,1.38,6.48,2.14,5.30,2.18,100.61,6,3,N,1
1035,wit,engenho,5.76,1.41,4.56,1.86,5.12,1.58,13.32,7,3,N,0
1036,writer,escritor,6.78,1.36,4.18,2.49,5.35,1.72,60.95,8,3,N,2
1037,yacht,iate,6.75,1.59,4.19,3.02,4.96,2.76,9.44,4,3,N,2
1038,young,jovem,7.42,1.32,4.13,2.23,5.49,2.25,289.38,5,2,ADJ/N,0
1039,youth,juventude,7.76,1.13,6.68,2.21,5.70,2.41,40.96,9,4,N,0
1040,zest,zelo,5.54,1.69,3.81,1.94,5.30,1.87,6.60,4,2,N,7
